Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
Lneg_g08554,228.1530669,-1.204126787,0.283603345,14.61221164,0.000132056,0.001316088,
Lneg_g11534,2408.969831,-1.201285106,0.268729851,17.88953018,2.34105E-05,0.000331123,
Lneg_g03936,1444.879507,-1.198241374,0.177521856,42.80672739,6.0424E-11,7.90286E-09,
Lneg_g10551,1103.836718,-1.195687889,0.197855486,33.69539684,6.4453E-09,3.99307E-07,
Lneg_g01868,28.24867401,-1.194719182,0.41545398,6.465000348,0.011001962,0.043873211,
Lneg_g13537,78.62126322,-1.192833852,0.388637633,7.144841755,0.007517991,0.032601553,
Lneg_g09679,199.0899961,-1.189614638,0.327141258,11.92013653,0.000555304,0.004122559,
Lneg_g12657,372.8436813,-1.18723364,0.221914902,26.4292151,2.73374E-07,8.92332E-06,
Lneg_g07597,20.13300804,-1.186920073,0.304739317,14.88584112,0.000114217,0.001179352,
Lneg_g08190,1228.254548,-1.180300027,0.183900865,38.3680348,5.85842E-10,5.59136E-08,
Lneg_g08061,48.49893132,-1.179449772,0.312428499,12.66029297,0.000373504,0.003009048,
Lneg_g04323,25.49635523,-1.179400574,0.393675508,8.378657081,0.003796528,0.018989812,
Lneg_g02353,205736.0168,-1.173134457,0.387491026,8.558553172,0.003439026,0.017482267,
Lneg_g05220,634.4376207,-1.169800011,0.190074347,34.39018022,4.50993E-09,2.94971E-07,
Lneg_g02681,2767.769787,-1.167149456,0.185099861,35.50524258,2.54365E-09,1.95271E-07,
Lneg_g00565,503.4982213,-1.166499952,0.219126386,26.69744631,2.37936E-07,7.96921E-06,
Lneg_g14242,2180.083394,-1.1655743,0.232751178,23.05037111,1.57812E-06,3.58E-05,
Lneg_g10837,667.9191745,-1.161911257,0.269973921,16.49700104,4.87271E-05,0.00059335,
Lneg_g15206,617.1542051,-1.156568491,0.233721791,23.69154883,1.13078E-06,2.77303E-05,
Lneg_g16767,125.5019415,-1.152312372,0.190560045,33.52723351,7.02731E-09,4.25413E-07,
Lneg_g05646,553.0765784,-1.146490884,0.204438218,28.86868464,7.74551E-08,3.18046E-06,
Lneg_g09977,19.26944417,-1.146329014,0.292835729,14.14395163,0.000169341,0.001597502,
Lneg_g02709,59480.90376,-1.145207525,0.274192222,14.01821873,0.000181048,0.001686586,
Lneg_g16383,875.3166526,-1.144422774,0.221781609,24.40038598,7.8253E-07,2.05201E-05,
Lneg_g13872,2154.249889,-1.143675097,0.411583384,6.9305147,0.00847373,0.035694113,
Lneg_g05552,112.9535578,-1.139510268,0.258469879,16.9829514,3.7717E-05,0.000484332,
Lneg_g04322,151.6171273,-1.136166669,0.431375751,6.400252241,0.011410415,0.045189509,
Lneg_g11187,338.6890865,-1.134619737,0.213960457,26.20091577,3.07677E-07,9.70097E-06,
Lneg_g11610,2818.626805,-1.133926207,0.245657776,19.37725252,1.07277E-05,0.00017626,
Lneg_g02791,17608.89516,-1.132921312,0.251866946,17.78251192,2.47649E-05,0.000347957,
Lneg_g16117,50.53959298,-1.131384952,0.253746813,17.99994174,2.20912E-05,0.00031669,
Lneg_g08470,546.3114088,-1.121303491,0.261726982,15.69923473,7.42542E-05,0.000832433,
Lneg_g05566,207.4187444,-1.119644432,0.19504526,29.78800803,4.81964E-08,2.21997E-06,
Lneg_g07823,14621.59865,-1.113253346,0.206011367,26.91860382,2.12206E-07,7.29907E-06,
Lneg_g14446,17428.01966,-1.112321589,0.27071019,14.74562086,0.000123033,0.001248478,
Lneg_g14865,790.7124307,-1.109504547,0.177549878,35.16682327,3.02636E-09,2.18104E-07,
Lneg_g11375,115.7370341,-1.098478607,0.255783371,16.0162763,6.28003E-05,0.000724734,
Lneg_g04356,5676.504456,-1.096476628,0.201043304,26.73062349,2.33885E-07,7.89102E-06,
Lneg_g14354,405.4047304,-1.094876597,0.269500398,15.63818715,7.66901E-05,0.000856117,
Lneg_g04077,922.3915663,-1.087708592,0.156386276,44.87081878,2.10471E-11,3.09685E-09,
Lneg_g04253,1529.821144,-1.085232847,0.21673506,22.47076009,2.13367E-06,4.61308E-05,
Lneg_g14601,2736.47599,-1.08341028,0.275783409,14.0691212,0.000176213,0.001649118,
Lneg_g09616,564.9455125,-1.081483871,0.27078917,14.25163867,0.000159922,0.00152494,
Lneg_g04954,102.1886497,-1.07496672,0.315836947,9.836832489,0.001710518,0.010157638,
Lneg_g06041,92.22706314,-1.07260391,0.200417036,27.13282383,1.89945E-07,6.74989E-06,
Lneg_g13248,2239.392386,-1.067650942,0.254042814,16.82540944,4.09809E-05,0.00051562,
Lneg_g00088,902.570518,-1.065437354,0.220683024,21.59648632,3.36468E-06,6.77669E-05,
Lneg_g13055,372.3036065,-1.065338562,0.303557728,11.94302342,0.000548524,0.00408367,
Lneg_g09965,69.37400734,-1.061633683,0.276279409,13.42383237,0.000248448,0.002199753,
Lneg_g02856,15038.79329,-1.060936953,0.181991575,31.92251409,1.60447E-08,8.58471E-07,
Lneg_g15010,4514.697783,-1.059878623,0.198900052,27.09599516,1.93599E-07,6.76892E-06,
Lneg_g01364,14059.85191,-1.053803455,0.222096134,21.64380526,3.28268E-06,6.64813E-05,
Lneg_g07036,1108.319176,-1.052167018,0.278426009,13.64921328,0.000220334,0.001995975,
Lneg_g00811,24.37882994,-1.051643122,0.316221759,9.628034854,0.001916295,0.011087511,
Lneg_g14170,425.8509864,-1.049760429,0.176504165,31.97840086,1.55896E-08,8.46957E-07,
LnegOR17N,66.62160298,-1.048699367,0.27548559,12.95805252,0.000318548,0.002669859,
Lneg_g16618,42951.01802,-1.045430817,0.238234226,17.71866218,2.56102E-05,0.000356992,
Lneg_g04758,901.8561732,-1.045420534,0.262817797,13.49709739,0.000238933,0.00213248,
Lneg_g08097,866.4601591,-1.043663503,0.145507813,48.03504778,4.18668E-12,7.72246E-10,
Lneg_g14205,30.89430818,-1.043206005,0.391944194,6.642165054,0.009959283,0.040533478,
Lneg_g10688,1759.915484,-1.042384706,0.186686356,29.09512905,6.891E-08,2.92013E-06,
Lneg_g16354,133.6386778,-1.041451615,0.305020877,9.725563777,0.001817226,0.01065985,
Lneg_g09012,618.9678676,-1.041180915,0.191636553,26.77497499,2.28578E-07,7.76141E-06,
Lneg_g12020,2951.398342,-1.037811545,0.24516213,16.10035969,6.00726E-05,0.000702439,
Lneg_g02809,829.256099,-1.036316078,0.363679178,6.436390922,0.011180557,0.044462022,
Lneg_g00154,1188.242173,-1.03167487,0.242536767,15.80203305,7.03269E-05,0.000796838,
Lneg_g03985,6630.240635,-1.029905141,0.359925947,8.010410047,0.004650921,0.022284872,
Lneg_g06019,694.338885,-1.026461555,0.20508217,22.24584814,2.39877E-06,5.06226E-05,
Lneg_g15451,196.8808621,-1.023007771,0.336280305,7.519966412,0.006101882,0.027566454,
Lneg_g12013,566.5472396,-1.022461278,0.272199498,12.09544366,0.000505452,0.003816648,
Lneg_g02441,3452.205262,-1.021829945,0.38224841,6.474776493,0.010941607,0.043708668,
Lneg_FASg075,1040.297318,-1.019244116,0.214612786,21.06577136,4.43785E-06,8.41048E-05,
Lneg_g10079,214.8879148,-1.018450603,0.200005785,23.46745908,1.27045E-06,3.03133E-05,
Lneg_g07824,291.8976628,-1.015611215,0.271627727,12.03354004,0.000522517,0.003917587,
Lneg_g09812,181.6706855,-1.013509445,0.18870273,27.1142404,1.9178E-07,6.74989E-06,
Lneg_g05457,41.99310799,-1.01273866,0.281095169,11.6499494,0.000642043,0.004617652,
Lneg_g05928,1527.168968,-1.011623656,0.192162296,26.42658124,2.73747E-07,8.92332E-06,
Lneg_g10887,2340.063518,-1.009114247,0.247867275,15.55577732,8.01065E-05,0.000882171,
Lneg_g08866,1999.986831,-1.008131061,0.19704158,24.00467703,9.6102E-07,2.40065E-05,
Lneg_g04510,835.7275826,-1.005859316,0.203984921,22.05262487,2.65277E-06,5.5213E-05,
LnegNPC2_1,10578.95735,-1.004520048,0.276777467,10.53018435,0.001174405,0.007485948,
Lneg_g02592,115.9509854,-1.002558412,0.203296838,23.28686081,1.3955E-06,3.27078E-05,
Lneg_g00222,268.7476158,-1.001524353,0.198276079,23.55021087,1.21696E-06,2.93011E-05,
Lneg_g10044,93.62466802,-0.99824301,0.22330386,17.40046023,3.02753E-05,0.00040497,
Lneg_g04644,446.0013422,-0.99556134,0.19476807,23.26737438,1.40971E-06,3.28953E-05,
Lneg_g02348,1578.680848,-0.994486114,0.243910944,15.45316838,8.4575E-05,0.000916926,
Lneg_g01486,161.4538486,-0.992233159,0.240120975,14.44760157,0.000144113,0.001408428,
Lneg_g09973,35.85202504,-0.990551699,0.242767169,15.81305285,6.99185E-05,0.000793058,
Lneg_g16038,2653.377077,-0.990481451,0.180134075,28.69212197,8.48482E-08,3.4178E-06,
Lneg_g02209,33.97534266,-0.990142407,0.303841037,9.917334064,0.001637294,0.009843983,
Lneg_g12941,10777.52929,-0.98968174,0.242080762,14.58208443,0.000134184,0.001332285,
Lneg_g04735,106.6054295,-0.98931095,0.229199147,16.87966725,3.98259E-05,0.000504684,
Lneg_g15827,4734.646652,-0.988065727,0.170356169,31.15338699,2.38423E-08,1.20279E-06,
LnegSNMP1,1016.049194,-0.987519658,0.29469523,9.725782889,0.001817009,0.01065985,
Lneg_g04428,210.9946446,-0.987115317,0.196627255,23.59238018,1.19058E-06,2.88627E-05,
Lneg_g03897,110.4287211,-0.986917239,0.212167004,20.71945065,5.31731E-06,9.831E-05,
Lneg_g08615,739.1728259,-0.985936352,0.277592932,12.00666432,0.000530107,0.003962762,
Lneg_g16134,206.2414036,-0.984789839,0.167765979,31.95239414,1.57998E-08,8.53993E-07,
Lneg_g01082,148.7183957,-0.983237726,0.247110348,15.55211882,8.02616E-05,0.000882751,
Lneg_g15736,27.42395207,-0.982727561,0.340646385,7.787557392,0.005260727,0.024594944,
Lneg_g14012,27.35191845,-0.978347457,0.260789539,13.2827702,0.000267856,0.002327868,
Lneg_g15495,730.8691503,-0.976107286,0.34065765,7.711890607,0.005485827,0.025378537,
Lneg_g04419,24143.00863,-0.974686203,0.186373889,24.66826274,6.80964E-07,1.84034E-05,
Lneg_g03166,387.5143896,-0.972783921,0.187168878,25.31050297,4.88044E-07,1.41653E-05,
Lneg_g02756,266.2871694,-0.972273335,0.240690897,14.72771355,0.000124207,0.001255162,
Lneg_g04268,1984.502567,-0.971355861,0.190868819,24.23955969,8.50669E-07,2.17774E-05,
Lneg_g03183,1861.001792,-0.970576923,0.309445975,8.024076261,0.004615956,0.022137366,
Lneg_g12812,50.29548521,-0.969786906,0.262022565,13.0958326,0.000295953,0.002530384,
Lneg_g14229,78.10598697,-0.968617909,0.219720513,17.66980771,2.62765E-05,0.000363886,
Lneg_g11647,629.4833111,-0.966797736,0.254363414,12.95602579,0.000318893,0.002670638,
Lneg_g15420,50.86606954,-0.965458586,0.295967983,9.653245894,0.001890173,0.010989396,
Lneg_g05471,457.0437299,-0.965227543,0.251518115,13.0916166,0.00029662,0.002530384,
Lneg_g10225,68.90983431,-0.965171764,0.294439995,9.480451922,0.002076728,0.011771459,
Lneg_g03106,23.11850563,-0.953054388,0.353760421,6.747782945,0.009386425,0.03864741,
Lneg_g06650,1253.590186,-0.94995218,0.179397209,26.40803106,2.76389E-07,8.92702E-06,
Lneg_g16625,2479.549366,-0.949761693,0.312481307,8.220783033,0.004141333,0.02036599,
Lneg_g11437,2595.378025,-0.947279412,0.327196906,7.757669994,0.005348491,0.024895395,
Lneg_g04745,9007.21613,-0.941911953,0.237619577,14.75332021,0.000122532,0.001245777,
Lneg_g07931,228.1494745,-0.941684002,0.188655439,23.60027922,1.1857E-06,2.88104E-05,
Lneg_g06965,197.3044329,-0.939855647,0.206964281,18.41897386,1.77284E-05,0.00026565,
Lneg_g11974,170.8480398,-0.939368318,0.205257847,18.60513914,1.60787E-05,0.00024509,
Lneg_g14315,1592.3698,-0.938308665,0.26994026,11.1025118,0.000862109,0.005862024,
Lneg_g02814,336.6326651,-0.936702344,0.241766662,12.97718689,0.000315309,0.002648999,
Lneg_g09209,1226.539513,-0.933621325,0.156281614,32.40716027,1.25025E-08,7.00801E-07,
Lneg_g12486,298.3459399,-0.932825488,0.243865596,12.69259966,0.000367106,0.002966526,
Lneg_g12647,74.53259543,-0.93273441,0.247941627,13.36855701,0.000255878,0.002244017,
Lneg_g04235,139.013743,-0.931035384,0.285205485,9.143768652,0.002495665,0.013551552,
Lneg_g12325,1628.45417,-0.927109939,0.205979578,19.24069233,1.15231E-05,0.000187808,
Lneg_g08793,2400.210908,-0.926994011,0.151509428,35.23386591,2.92394E-09,2.13629E-07,
Lneg_g00021,57.76932269,-0.926467176,0.240399778,13.27691095,0.000268695,0.00233324,
Lneg_g07520,759.7996669,-0.926219238,0.173669859,26.80157131,2.25454E-07,7.67993E-06,
Lneg_g09885,634.7758224,-0.926154776,0.239465707,12.89629377,0.000329233,0.002731323,
Lneg_g12715,350.2514366,-0.924944601,0.212896385,16.56470064,4.70181E-05,0.000574521,
Lneg_g09266,1206.689553,-0.918622278,0.189028052,22.02083636,2.69707E-06,5.56973E-05,
Lneg_g07496,99.83237553,-0.918621408,0.164112008,29.19239277,6.5536E-08,2.81088E-06,
Lneg_g16035,66501.05161,-0.918414296,0.298975531,8.641584062,0.003285756,0.016873146,
Lneg_g09308,158.6656036,-0.915618074,0.156324019,32.67864456,1.08725E-08,6.32876E-07,
Lneg_g16409,476.9510341,-0.915187724,0.224684871,15.21061201,9.61615E-05,0.001013264,
Lneg_g06788,69.42273728,-0.915143707,0.233198496,14.26896063,0.000158456,0.001514388,
Lneg_g04636,223.999205,-0.914902904,0.13113154,47.04269602,6.9457E-12,1.16798E-09,
Lneg_g14972,3122.254933,-0.911944886,0.231582956,13.88028895,0.000194831,0.001797945,
Lneg_g01605,1282.845218,-0.908101837,0.162560247,28.81866787,7.94813E-08,3.22615E-06,
Lneg_g06348,309.9775335,-0.907843966,0.240168916,12.98831996,0.00031344,0.002637478,
Lneg_g03481,1359.130785,-0.906939103,0.178772202,25.18556486,5.20705E-07,1.48289E-05,
Lneg_g08007,618.8392125,-0.906364059,0.264958239,10.40947147,0.001253706,0.00791052,
Lneg_g10826,183.5753814,-0.906360259,0.229468707,15.11751821,0.000101021,0.001056487,
Lneg_g09976,123.0368163,-0.90579318,0.186428524,22.74748788,1.84745E-06,4.07749E-05,
Lneg_g10174,2111.687613,-0.90566126,0.26102956,10.69545352,0.001073991,0.006942838,
Lneg_g08754,210.9193399,-0.903154928,0.299948341,7.517287704,0.006110962,0.027583952,
Lneg_g11303,9759.469602,-0.902490525,0.174812974,24.73324472,6.58387E-07,1.78845E-05,
Lneg_g00669,24004.24594,-0.902364079,0.234808232,14.31702053,0.000154462,0.001484909,
Lneg_g13412,1280.833583,-0.902238034,0.247459154,12.73892469,0.000358124,0.002909555,
Lneg_g03100,521.3442908,-0.901332498,0.136138009,40.11407108,2.39557E-10,2.58966E-08,
Lneg_g08077,258.3565492,-0.900402525,0.158438756,30.76193583,2.91704E-08,1.44407E-06,
Lneg_g09077,211.8951669,-0.897934871,0.185794968,21.81549756,3.00166E-06,6.13891E-05,
Lneg_g16227,2088.479597,-0.897232291,0.151218047,32.820045,1.01097E-08,5.91724E-07,
Lneg_g11818,297.5392346,-0.897135132,0.247803861,11.89142779,0.000563929,0.004169059,
Lneg_g16628,208.1874392,-0.8960503,0.19451359,19.16842816,1.19676E-05,0.000193882,
Lneg_g06534,255.8839758,-0.895990036,0.183302223,22.74873373,1.84626E-06,4.07749E-05,
Lneg_g11337,75.27113391,-0.894352698,0.265143744,10.29877278,0.001331187,0.008334868,
Lneg_g00757,1205.160407,-0.89340161,0.25374591,11.4362151,0.000720264,0.005099532,
Lneg_g12308,18540.52169,-0.893076139,0.292584673,8.517935269,0.003516632,0.017804435,
Lneg_g03720,360.0071035,-0.887450926,0.18749878,21.26162946,4.00672E-06,7.71767E-05,
Lneg_g06216,166.3311156,-0.887176615,0.231692879,12.81056453,0.000344668,0.002830549,
Lneg_g05826,844.1960215,-0.885091826,0.308784668,7.877676183,0.005004875,0.023565176,
Lneg_g00639,217.6451492,-0.884342434,0.206158406,16.28020826,5.46316E-05,0.0006525,
Lneg_g15082,70.66145367,-0.882674298,0.260613676,10.28074382,0.001344257,0.008386963,
Lneg_g02066,1354.848496,-0.881993292,0.162750009,27.81016683,1.33821E-07,5.06321E-06,
Lneg_g00725,477.5833305,-0.880792429,0.239293403,12.28858128,0.000455738,0.003519015,
Lneg_g07216,869.419207,-0.880694197,0.239819212,13.02297299,0.000307693,0.00259737,
Lneg_g01095,7115.163302,-0.879103906,0.248891518,11.80391047,0.000591064,0.004315463,
Lneg_g11700,471.926668,-0.878881247,0.122796822,48.84728429,2.76688E-12,5.74752E-10,
Lneg_g10719,1834.190191,-0.878043647,0.204029545,17.37266744,3.07212E-05,0.00040887,
Lneg_g11270,91.91841662,-0.875336653,0.209712424,16.61389641,4.58141E-05,0.000563056,
Lneg_g02688,10128.01832,-0.874042542,0.185504449,21.24034835,4.05145E-06,7.77556E-05,
Lneg_g07113,80.76865997,-0.872870861,0.236339555,13.13768883,0.000289415,0.002482639,
Lneg_g15546,12374.45659,-0.872076118,0.224558649,14.09486935,0.000173817,0.001629575,
Lneg_g00858,497.6618224,-0.871050908,0.220902092,14.68384037,0.000127132,0.001271796,
Lneg_g15998,201.3551208,-0.870254607,0.335107919,6.352492626,0.011721649,0.046249217,
Lneg_g16037,16107.0167,-0.868856747,0.238547336,13.17694348,0.000283415,0.00243907,
Lneg_g04180,1408.000532,-0.867876539,0.174154833,23.45028282,1.28184E-06,3.05164E-05,
Lneg_g01477,543.2519335,-0.86753844,0.270096049,8.639914788,0.003288768,0.016880431,
Lneg_g05823,5658.840966,-0.865920036,0.143937547,34.38989223,4.5106E-09,2.94971E-07,
Lneg_g06719,1164.494726,-0.8657226,0.239031933,11.94043779,0.000549286,0.00408647,
Lneg_g16278,1389.873421,-0.86351922,0.192084564,18.62802069,1.58868E-05,0.000243567,
Lneg_g11747,504.4399258,-0.860305098,0.207592556,15.40333639,8.68348E-05,0.000936791,
Lneg_g15914,1046.24038,-0.858736771,0.186031894,19.16822839,1.19689E-05,0.000193882,
Lneg_g07429,32.831073,-0.858499159,0.233173992,13.3760571,0.000254857,0.00223926,
Lneg_g12914,161490.7642,-0.85787579,0.193731722,18.35119769,1.83703E-05,0.000273721,
Lneg_g01610,205.8832501,-0.857147807,0.315904138,6.561093352,0.010423231,0.041938361,
Lneg_g07417,206.701745,-0.85563035,0.198765112,16.85537176,4.0339E-05,0.000509358,
Lneg_g15846,418.4928498,-0.855408516,0.263356601,10.17514932,0.001423462,0.008793092,
Lneg_g09982,57.84875181,-0.855172384,0.20715274,16.65856952,4.47477E-05,0.000552514,
Lneg_g16665,442.1033661,-0.853441323,0.275446093,8.942373076,0.002786305,0.014759058,
Lneg_g07092,433.7774008,-0.85229925,0.151604877,28.93347998,7.49069E-08,3.11202E-06,
Lneg_g12925,139.0493777,-0.852289319,0.235697884,12.30601774,0.0004515,0.00349256,
Lneg_g07012,948.8196512,-0.850244905,0.165587669,25.02538917,5.65803E-07,1.58735E-05,
Lneg_g03517,73.56313881,-0.850087468,0.217845454,14.42819312,0.000145606,0.001416484,
Lneg_g15009,322.2593892,-0.849597378,0.193089978,18.02643167,2.17859E-05,0.000313161,
Lneg_g03117,1937.49736,-0.849226776,0.192095109,18.51797091,1.6831E-05,0.000254725,
Lneg_g02906,301.953916,-0.848817194,0.155892953,28.07877114,1.16477E-07,4.51997E-06,
Lneg_g09020,339.0739698,-0.845469356,0.187123372,19.82027364,8.50755E-06,0.000144669,
Lneg_g01983,962.9239794,-0.841848194,0.206402563,15.34790401,8.94201E-05,0.000959794,
Lneg_g08814,290.5045886,-0.83908986,0.272806451,8.622893693,0.003319641,0.017005935,
Lneg_g09482,454.0200661,-0.837855314,0.174500102,21.15937924,4.22628E-06,8.06724E-05,
Lneg_g16903,349.7070183,-0.837510599,0.220759573,12.78003217,0.000350339,0.002870449,
Lneg_g05232,340.8681633,-0.835272694,0.317428047,6.508370292,0.010736787,0.043052807,
Lneg_g08334,196.1552219,-0.834015745,0.20066983,15.21766856,9.58029E-05,0.0010119,
Lneg_g04910,148.7224599,-0.83315461,0.210522305,13.7864108,0.000204812,0.001872115,
Lneg_g05516,4532.187365,-0.832595786,0.227814272,12.33308569,0.000445,0.003451195,
Lneg_g02684,366.6094177,-0.828297872,0.162634932,24.13909935,8.9622E-07,2.27687E-05,
Lneg_g10588,31.44160393,-0.827686,0.249219195,10.91165553,0.000955611,0.006331295,
Lneg_g07659,259.0822084,-0.827661323,0.196457221,16.8859272,3.96948E-05,0.00050437,
Lneg_g14476,284.6993028,-0.826954986,0.27196863,7.678566978,0.005588053,0.025716694,
Lneg_g03686,1007.306245,-0.825562313,0.174685549,21.42027707,3.6885E-06,7.24799E-05,
Lneg_g11949,401.2416986,-0.825480454,0.256594515,9.031412995,0.002653793,0.014228152,
Lneg_g01873,10159.7895,-0.825144283,0.194856054,17.04878528,3.64317E-05,0.00047183,
Lneg_g05097,631.6931023,-0.824908659,0.166527875,22.64984904,1.94375E-06,4.25457E-05,
Lneg_g13395,63.05940982,-0.82243378,0.226972378,12.82127695,0.0003427,0.00281742,
Lneg_g11446,362.4323422,-0.821114561,0.149432509,28.53571722,9.19859E-08,3.69128E-06,
Lneg_g08500,107.7072429,-0.820992217,0.22380733,12.89168562,0.000330045,0.002733982,
Lneg_g04238,2110.140527,-0.819348778,0.134312885,35.31144356,2.80976E-09,2.09624E-07,
Lneg_g05595,41.71648794,-0.816744666,0.272801402,7.994411987,0.004692194,0.022462313,
Lneg_g03296,518.9196458,-0.816594869,0.186430398,17.56980738,2.76951E-05,0.000378095,
Lneg_g10130,915.232373,-0.814169786,0.214792884,12.42714542,0.000423138,0.003310728,
Lneg_g12989,49.45988983,-0.813481646,0.259765505,9.028967689,0.002657345,0.014238207,
Lneg_g08829,1288.762249,-0.813340075,0.283439399,7.198082878,0.00729815,0.031869994,
Lneg_g01901,158.971991,-0.811888056,0.263980033,9.068026895,0.002601176,0.014038134,
Lneg_g05878,716.1194695,-0.81185685,0.222045924,12.10094019,0.000503964,0.003810846,
Lneg_g02996,202.801942,-0.810481451,0.303483714,6.721092417,0.009527925,0.039002642,
Lneg_g02719,454.1595943,-0.809216711,0.19249482,16.74252237,4.28107E-05,0.000533572,
Lneg_g08508,165.6064117,-0.808915719,0.148735865,27.68183437,1.42999E-07,5.31556E-06,
Lneg_g02092,823.9342559,-0.808387826,0.183038843,18.56407353,1.64288E-05,0.000249085,
Lneg_FASg070,158.7330085,-0.808181913,0.24932499,10.08363344,0.001495921,0.009157723,
Lneg_g10170,405.3639804,-0.808178549,0.247513423,9.015320287,0.00267726,0.014310237,
Lneg_g10889,51.47151258,-0.807056088,0.210719511,14.39527368,0.000148174,0.001433564,
Lneg_g13864,764.1154548,-0.806632989,0.243597153,10.15351608,0.001440263,0.008876175,
Lneg_g13457,400.6609507,-0.806140025,0.170029468,21.4171781,3.69446E-06,7.24799E-05,
Lneg_g10448,748.2056372,-0.805376651,0.286830431,6.584933181,0.010284548,0.041490669,
Lneg_g15039,555.8032035,-0.804121025,0.182770338,18.74781252,1.49194E-05,0.000232778,
Lneg_g04602,645.5345804,-0.803762861,0.158766337,24.46498891,7.56725E-07,2.00419E-05,
Lneg_g13750,420.1533894,-0.802952926,0.181501226,18.81910912,1.4372E-05,0.000225566,
Lneg_g08482,477.650986,-0.802881548,0.255773532,9.755959975,0.001787423,0.010531678,
Lneg_g10261,226.5140927,-0.797850656,0.195899232,16.29811025,5.41179E-05,0.000647825,
Lneg_g12482,715.4004124,-0.797811683,0.250304603,9.444466689,0.002117871,0.011959873,
Lneg_g07321,81.80372355,-0.796945764,0.284006338,6.829573546,0.008966067,0.037293488,
Lneg_g08498,63.27802148,-0.795510738,0.287713526,7.455627838,0.006323842,0.028351578,
Lneg_g03867,71.15287226,-0.795181382,0.294658988,6.87806189,0.008726014,0.036528376,
Lneg_g00356,5202.664927,-0.794316331,0.298917799,6.626057131,0.010049748,0.040806024,
Lneg_g07702,142.7500844,-0.793597099,0.233589724,10.29127975,0.001336604,0.008353969,
Lneg_g11960,151.7337145,-0.793131824,0.234319587,10.51436798,0.001184499,0.007532889,
Lneg_g13862,321.9565102,-0.793097476,0.180074113,18.13908938,2.05343E-05,0.000298,
Lneg_g09106,5875.282472,-0.790312584,0.2007603,14.57479646,0.000134704,0.001335635,
Lneg_g04443,207.384777,-0.787890722,0.198584679,14.82955063,0.000117677,0.001205678,
Lneg_g06044,750.4849123,-0.787421966,0.27180454,7.606118078,0.005817058,0.02655145,
Lneg_g05609,283.4816549,-0.787217199,0.173212585,19.4466385,1.0345E-05,0.000171778,
Lneg_g13276,329.5622466,-0.785892705,0.211315943,13.08857431,0.000297102,0.002532182,
Lneg_g05393,150.2763036,-0.78530785,0.19833125,14.90624079,0.000112989,0.001168946,
Lneg_g12050,328.9758107,-0.784691889,0.149962522,26.16639667,3.13226E-07,9.84664E-06,
Lneg_g02251,678.2931932,-0.784204016,0.200832224,13.89255275,0.000193564,0.001787808,
Lneg_g03404,286.4631851,-0.782978235,0.236092261,9.584772013,0.001961978,0.011275415,
Lneg_g13086,1541.167072,-0.781998977,0.266310581,7.624882177,0.005756843,0.026367486,
Lneg_g07483,12751.93184,-0.780678334,0.189962318,16.56718082,4.69566E-05,0.000574432,
Lneg_g01867,132.852973,-0.779434095,0.18142159,17.81872043,2.42981E-05,0.000341851,
Lneg_g15739,171.8508275,-0.77934355,0.222752261,11.07112788,0.000876823,0.005935991,
Lneg_g01512,143.8584432,-0.77823331,0.224242062,11.1377754,0.000845873,0.005785136,
Lneg_g04674,786.7843665,-0.777526598,0.126872127,36.04067173,1.93242E-09,1.55091E-07,
Lneg_g04260,173.441385,-0.777049105,0.179681539,17.45916634,2.93545E-05,0.000395643,
Lneg_g07346,318.9154293,-0.77481472,0.195156497,15.47698451,8.3516E-05,0.000908387,
Lneg_g02593,8029.209316,-0.773866783,0.155837091,23.142017,1.50467E-06,3.44303E-05,
Lneg_g16107,107.8759469,-0.77381595,0.229067422,10.63332876,0.001110676,0.007126894,
Lneg_g05343,285.9000662,-0.772556511,0.132810682,31.92405299,1.6032E-08,8.58471E-07,
Lneg_g04930,667.5587356,-0.770817437,0.1797657,17.72069375,2.55828E-05,0.000356992,
Lneg_g14512,621.4803876,-0.769809772,0.174062509,18.96894705,1.32863E-05,0.000211662,
Lneg_g03847,182.9418292,-0.769671349,0.238601701,9.186685593,0.002437819,0.013312504,
Lneg_g02573,804.8219568,-0.767854633,0.131384957,32.27232262,1.34009E-08,7.43292E-07,
Lneg_g12101,125.8173824,-0.767270778,0.181988994,16.34365125,5.28329E-05,0.000633875,
Lneg_g05430,96.36663184,-0.76526423,0.204768339,13.04524956,0.000304055,0.002574864,
Lneg_g04619,90.69964983,-0.764232888,0.257800423,8.259323534,0.004054323,0.020057664,
Lneg_g03945,403.7498874,-0.763609955,0.147836583,25.1395713,5.33273E-07,1.51056E-05,
Lneg_g10568,44.98016281,-0.763429919,0.27147143,7.955931251,0.004793004,0.022841694,
Lneg_g02851,38.47007912,-0.761960819,0.209970435,12.76948741,0.000352319,0.002881093,
Lneg_g03061,74.46603733,-0.760486589,0.197540732,14.88269864,0.000114407,0.001180168,
Lneg_g04139,419.7070959,-0.759824987,0.228355277,10.50690224,0.001189295,0.00755359,
Lneg_g08903,102.7434001,-0.759748686,0.244621626,8.980321388,0.002729026,0.014535599,
Lneg_g13561,116.2227997,-0.758826484,0.25768803,7.565915541,0.005948243,0.026999009,
Lneg_g07703,75.42511352,-0.758532443,0.172083713,19.20366987,1.17487E-05,0.000190899,
